#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-2CAA9EAD860FDECB-11C92E937F7B19B7
#datatype	hitsConcise Results(Superfamily only)
#status	0
#Start time	2023-08-16T00:35:54	Run time	0:00:04:12
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#413 - ACF14374.1	superfamily	444982	128	230	5.50414e-26	98.3336	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#414 - QVL32859.1	superfamily	223881	14	206	1.60822e-15	72.345	cl42820	TolQ superfamily	 - 	 - 
Q#415 - AJJ55217.1	superfamily	444982	4	228	3.08742e-161	444.695	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#416 - EDR32368.1	superfamily	444982	4	228	3.08742e-161	444.695	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#417 - AKS91230.1	superfamily	444982	4	228	3.08742e-161	444.695	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#418 - AJJ31712.1	superfamily	444982	4	228	3.08742e-161	444.695	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#419 - CNK50903.1	superfamily	444982	4	228	7.25544e-162	446.236	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#420 - KGA74186.1	superfamily	444982	4	228	7.25544e-162	446.236	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#421 - CFQ32560.1	superfamily	444982	4	228	4.57664e-162	446.621	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#422 - EEQ10196.1	superfamily	444982	4	228	4.57664e-162	446.621	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#423 - AMO81721.1	superfamily	444982	4	227	5.99759e-159	438.917	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#424 - EHM38191.1	superfamily	444982	4	227	5.99759e-159	438.917	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#425 - WP_015872117.1	superfamily	444982	4	227	2.43322e-161	444.695	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#426 - TCV98021.1	superfamily	444982	4	228	4.04503e-164	452.014	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#427 - AHF77788.1	superfamily	444982	1	225	7.76952e-159	438.532	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#428 - ACT12294.1	superfamily	444982	4	228	4.56389e-164	451.628	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#429 - RYJ17324.1	superfamily	444982	4	229	2.397e-159	440.072	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#430 - KFD10354.1	superfamily	444982	4	227	2.66631e-166	457.406	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#431 - QKY92913.1	superfamily	444982	4	230	4.9099e-162	446.621	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#432 - CBG33586.1	superfamily	444982	4	230	4.9099e-162	446.621	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#433 - AAP16077.1	superfamily	444982	4	230	4.9099e-162	446.621	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#434 - AAC73831.1	superfamily	444982	4	230	4.9099e-162	446.621	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#435 - AAL19689.1	superfamily	444982	4	230	2.06103e-163	450.088	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#436 - POT58108.1	superfamily	444982	4	230	1.47072e-161	445.465	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#437 - KOQ95241.1	superfamily	444982	1	227	6.24252e-162	446.236	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#438 - GHD92658.1	superfamily	444982	4	230	1.23234e-162	448.162	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#439 - KLP55538.1	superfamily	444982	1	227	5.77303e-163	448.932	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#440 - KLR23957.1	superfamily	444982	1	227	5.77303e-163	448.932	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#441 - PAN74673.1	superfamily	444982	4	230	1.97254e-163	450.088	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#442 - KIU34118.1	superfamily	444982	4	230	3.7007e-160	441.998	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#443 - CCJ72042.1	superfamily	444982	4	229	2.67118e-161	445.08	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#444 - QXB11428.1	superfamily	444982	4	230	3.30345e-163	449.702	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#445 - RPH30368.1	superfamily	444982	4	228	9.44094e-162	445.85	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#446 - ORM97150.1	superfamily	444982	4	228	2.02934e-163	450.088	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#447 - ARU97460.1	superfamily	444982	4	228	1.99329e-160	442.384	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#448 - TCZ27017.1	superfamily	444982	4	228	8.73119e-163	448.547	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#449 - KTS00194.1	superfamily	444982	4	228	1.02786e-163	450.858	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#450 - KGT88022.1	superfamily	444982	4	228	7.068e-165	453.94	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#451 - KGT90418.1	superfamily	444982	4	228	3.43121e-164	452.014	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#452 - CBJ45852.1	superfamily	444982	4	228	9.6238e-164	450.858	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#453 - AGG30445.1	superfamily	444982	4	228	4.92799e-155	428.902	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#454 - AOM40810.1	superfamily	444982	4	229	5.1721e-158	436.606	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#455 - AVQ86734.1	superfamily	444982	1	225	1.32516e-151	420.042	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#456 - WP_036768516.1	superfamily	444982	1	225	1.32516e-151	420.042	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#457 - PHZ59005.1	superfamily	444982	5	229	1.01929e-123	349.936	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#458 - GAA03687.1	superfamily	444982	1	210	1.29948e-115	328.364	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#459 - CAG20932.1	superfamily	444982	5	225	1.96934e-121	344.158	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#460 - QEO41016.1	superfamily	444982	5	227	2.48071e-114	326.053	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#461 - AAF94987.1	superfamily	444982	5	227	5.45829e-114	325.283	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#462 - EEW05830.1	superfamily	444982	5	227	4.90421e-115	327.594	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#463 - BAC59320.1	superfamily	444982	5	231	1.24562e-115	329.52	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#464 - EAS74793.1	superfamily	444982	5	231	1.04798e-116	332.216	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#465 - BAC95042.1	superfamily	444982	5	224	2.6205e-119	338.765	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#466 - EAP93946.1	superfamily	444982	5	227	7.7874e-116	329.905	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#467 - EDL51083.1	superfamily	444982	5	227	9.11389e-115	327.209	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#468 - EPE37425.1	superfamily	444982	2	182	2.08944e-69	210.182	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#469 - AAW85453.1	superfamily	444982	5	228	1.84596e-116	331.446	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#470 - GAC25466.1	superfamily	444982	6	219	3.65571e-109	312.645	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#471 - AFS36759.1	superfamily	444982	6	218	2.71822e-108	310.334	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#472 - GAC35712.1	superfamily	444982	6	219	3.28261e-106	305.711	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#473 - AEP29364.1	superfamily	444982	6	219	1.49304e-116	331.134	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#474 - EAR26520.1	superfamily	444982	6	220	2.64549e-112	320.349	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#475 - CCQ12287.1	superfamily	444982	6	220	2.39538e-104	300.318	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#476 - EHR39775.1	superfamily	444982	8	220	1.3362e-113	323.816	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#477 - AAZ25922.1	superfamily	444982	6	219	9.94255e-112	318.808	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#478 - EKB21204.1	superfamily	444982	6	220	1.29087e-108	311.104	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#479 - ABK36945.1	superfamily	444982	6	220	3.87003e-109	312.26	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#480 - ATP08218.1	superfamily	444982	6	220	2.58766e-110	315.341	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#481 - QCG49074.1	superfamily	444982	6	220	3.67378e-110	314.956	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#482 - AAV81923.1	superfamily	444982	6	220	1.85963e-110	316.112	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#483 - UXK07175.1	superfamily	444982	6	219	3.05322e-119	338.068	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#484 - AAN55779.1	superfamily	444982	6	219	2.53793e-120	340.764	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#485 - ABV36465.1	superfamily	444982	6	220	9.70364e-113	321.504	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#486 - BAJ01758.1	superfamily	444982	6	220	1.54401e-114	326.127	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#487 - AAG04358.1	superfamily	444982	10	224	5.59446e-116	329.979	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#488 - AOP59474.1	superfamily	444982	10	224	5.59446e-116	329.979	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#489 - AAY36463.1	superfamily	444982	10	224	1.35874e-115	328.823	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#490 - ABZ00088.1	superfamily	444982	10	224	1.84261e-114	326.127	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#491 - ADZ91220.1	superfamily	444982	2	216	1.04629e-106	306.096	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#492 - ABM18786.1	superfamily	444982	6	219	1.29725e-106	306.096	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#493 - CCG95070.1	superfamily	444982	11	202	1.00801e-104	300.318	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#494 - EHJ06581.1	superfamily	444982	6	219	3.87977e-103	297.237	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#495 - ADP97802.1	superfamily	444982	6	219	2.4231e-103	297.622	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#496 - ABD81792.1	superfamily	444982	7	223	1.30374e-104	301.089	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#497 - MBU2984437.1	superfamily	444982	7	223	1.30374e-104	301.089	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#498 - QEI18804.1	superfamily	444982	9	223	1.50322e-106	305.711	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#499 - AOU50587.1	superfamily	444982	6	216	4.55416e-112	319.578	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#500 - EGW20413.1	superfamily	444982	6	220	8.96439e-105	301.089	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#501 - AAU92519.1	superfamily	444982	6	220	1.43867e-120	341.15	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#502 - ABA56675.1	superfamily	444982	6	220	3.35965e-100	289.533	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#503 - AGH78623.1	superfamily	444982	38	253	3.05513e-109	313.8	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#504 - AAM42292.1	superfamily	444982	38	253	8.50995e-108	310.334	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#505 - ACL73312.1	superfamily	444982	6	219	4.85438e-110	314.571	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#506 - ATU66653.1	superfamily	444982	6	219	3.332e-109	313.03	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#507 - EGI76802.1	superfamily	444982	6	219	5.39616e-110	314.571	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#508 - APW43236.1	superfamily	444982	6	220	1.21881e-105	303.785	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#509 - EED66374.1	superfamily	444982	7	221	1.96607e-107	308.408	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#510 - UBQ04634.1	superfamily	444982	6	220	1.8528e-108	310.719	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#511 - AAU49638.1	superfamily	444982	8	222	1.7887e-108	310.719	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#512 - CAH36769.1	superfamily	444982	45	259	8.85094e-111	318.038	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#513 - ABC37274.1	superfamily	444982	8	222	5.72629e-109	311.874	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#514 - CAQ70254.1	superfamily	444982	11	224	1.11708e-101	293.385	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#515 - CAJ50522.1	superfamily	444982	8	221	6.37191e-100	288.762	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#516 - QKS27990.1	superfamily	444982	8	222	1.56625e-118	336.142	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#517 - ABI58570.1	superfamily	444982	10	222	8.41641e-89	261.028	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#518 - ADE10757.1	superfamily	444982	8	223	1.484e-101	293	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#519 - AAZ98162.1	superfamily	444982	10	224	2.67441e-106	305.326	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#520 - ACT48984.1	superfamily	444982	8	222	6.25709e-112	319.193	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#521 - ABE50609.1	superfamily	444982	8	222	3.75361e-109	312.26	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#522 - AAQ58227.1	superfamily	444982	5	218	3.9186e-99	286.836	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#523 - ADY82611.1	superfamily	444982	10	185	1.07944e-85	251.013	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#524 - AGR80198.1	superfamily	223881	20	216	1.44171e-33	120.11	cl42820	TolQ superfamily	 - 	 - 
Q#525 - AFA41182.1	superfamily	444982	5	218	5.04757e-70	212.878	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#526 - QBZ82916.1	superfamily	444982	5	218	2.82444e-103	297.622	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#527 - ABK42996.1	superfamily	444982	5	221	1.42903e-116	331.134	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#528 - QKY94846.1	superfamily	444982	1	244	3.50635e-180	494.012	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#529 - CBG36124.1	superfamily	444982	1	244	3.50635e-180	494.012	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#530 - AAC76042.1	superfamily	444982	1	244	3.50635e-180	494.012	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#531 - AAP18341.1	superfamily	444982	1	244	4.72232e-179	490.931	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#532 - POT56764.1	superfamily	444982	1	244	3.17666e-180	494.012	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#533 - AAL22033.1	superfamily	444982	1	244	0	500.561	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#534 - KIU31457.1	superfamily	444982	1	243	1.07281e-174	480.145	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#535 - KOR01485.1	superfamily	444982	1	243	3.05934e-169	466.278	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#536 - QXB09426.1	superfamily	444982	1	243	1.78138e-172	474.367	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#537 - GHD95986.1	superfamily	444982	1	244	3.36544e-169	466.278	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#538 - KLP54537.1	superfamily	444982	1	243	3.41848e-177	486.308	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#539 - PAN73341.1	superfamily	444982	1	243	6.5934e-178	488.234	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#540 - KLR17658.1	superfamily	444982	1	243	9.56064e-179	490.16	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#541 - CCJ73991.1	superfamily	444982	1	244	2.09309e-172	474.367	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#542 - RPH30908.1	superfamily	444982	1	244	5.18385e-175	480.916	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#543 - KGT88661.1	superfamily	444982	1	242	8.5882e-149	414.276	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#544 - KTR97245.1	superfamily	444982	4	248	1.58513e-149	416.587	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#545 - TCZ27830.1	superfamily	444982	4	246	1.18691e-146	409.268	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#546 - ORN00568.1	superfamily	444982	4	247	3.77638e-145	405.416	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#547 - ARU96960.1	superfamily	444982	2	245	1.71981e-143	401.179	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#548 - CBJ47630.1	superfamily	444982	1	244	2.921e-168	463.582	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#549 - KGT94672.1	superfamily	444982	1	238	8.61286e-157	434.692	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#550 - ACT11404.1	superfamily	444982	94	336	1.60332e-149	420.439	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#551 - RYJ18968.1	superfamily	444982	79	315	7.28198e-140	395.016	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#552 - TCV98891.1	superfamily	444982	86	326	2.96158e-145	409.268	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#552 - TCV98891.1	superfamily	223061	12	87	0.000174084	43.0641	cl25753	PHA03369 superfamily	NC	 - 
Q#553 - AHF78573.1	superfamily	444982	67	310	1.48269e-137	388.853	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#554 - CNK81352.1	superfamily	444982	95	333	4.78539e-126	360.733	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#555 - OWF78218.1	superfamily	444982	103	341	1.16805e-126	362.659	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#556 - KGA69320.1	superfamily	444982	98	336	5.38104e-127	363.43	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#557 - CFQ35944.1	superfamily	444982	94	332	7.66065e-125	357.652	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#557 - CFQ35944.1	superfamily	429334	42	91	0.00652638	37.5979	cl25522	FAP superfamily	C	 - 
Q#558 - EEQ11058.1	superfamily	444982	94	332	2.34098e-126	361.504	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#559 - AJJ56099.1	superfamily	444982	107	345	1.064e-126	363.045	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#560 - AKS91098.1	superfamily	444982	107	345	1.064e-126	363.045	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#561 - AJJ31614.1	superfamily	444982	107	345	2.97322e-126	361.889	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#562 - EDR30836.1	superfamily	444982	107	345	2.97322e-126	361.889	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#563 - AMO83848.1	superfamily	444982	1	202	7.92845e-103	297.175	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#564 - EHM39528.1	superfamily	444982	77	284	6.65763e-105	306.035	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#565 - KFD15213.1	superfamily	444982	90	326	4.8261e-138	390.779	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#566 - AOM41204.1	superfamily	444982	111	332	3.07465e-129	369.208	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#567 - AGG29908.1	superfamily	444982	72	301	1.33249e-110	320.287	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#568 - AAY35278.1	superfamily	444982	89	298	3.37203e-119	341.687	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#569 - ABZ01236.1	superfamily	444982	99	308	4.11848e-121	346.694	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#570 - AHK70455.1	superfamily	444982	1	207	5.90845e-103	297.004	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#571 - AHK70543.1	superfamily	444982	6	218	3.44746e-114	325.508	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#572 - ADE86105.1	superfamily	444982	39	242	3.90616e-64	199.548	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#573 - ABA05299.1	superfamily	444982	186	397	3.99383e-99	294.307	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#574 - ABA03969.1	superfamily	444982	165	376	2.32089e-95	283.907	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#575 - ABS61998.1	superfamily	444982	85	294	1.65684e-107	311.641	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#576 - BAL07623.1	superfamily	444982	36	244	2.17426e-111	319.345	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#577 - ABQ60495.1	superfamily	444982	77	289	6.97749e-122	347.85	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#578 - AAK85982.1	superfamily	444982	106	318	5.42632e-129	367.11	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#578 - AAK85982.1	superfamily	236797	16	100	7.23529e-07	50.0636	cl35972	PRK10927 superfamily	NC	 - 
Q#579 - WP_015921325.1	superfamily	444982	127	339	1.22773e-94	280.44	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#580 - CAC46090.1	superfamily	444982	87	299	7.84802e-113	325.893	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#581 - CDK97637.1	superfamily	444982	6	215	4.81115e-89	261.565	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#582 - ABA05559.1	superfamily	444982	96	305	1.73445e-96	283.907	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#583 - ABA04528.1	superfamily	444982	94	303	2.61213e-95	280.825	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#584 - BAL11187.1	superfamily	444982	73	282	1.11777e-96	283.522	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#585 - ADL01024.1	superfamily	444982	69	287	4.7333e-61	192.848	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#586 - ACL95886.1	superfamily	444982	78	296	2.28619e-64	201.707	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#587 - QNQ08778.1	superfamily	444982	13	224	1.4995e-86	255.25	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#588 - BAK64925.1	superfamily	444982	22	233	1.8946e-80	239.842	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#589 - ACV75590.1	superfamily	444982	18	230	8.80662e-66	202.863	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#590 - AHK71676.1	superfamily	444982	19	233	5.15282e-111	318.038	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#591 - CAC47321.1	superfamily	444982	13	225	1.29008e-110	316.497	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#592 - AAK89688.2	superfamily	444982	14	226	3.62727e-108	310.334	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#593 - ABQ61581.1	superfamily	444982	14	226	1.34709e-117	334.216	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#594 - ABA05973.1	superfamily	444982	19	231	5.14801e-105	302.244	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#595 - BAL07539.1	superfamily	444982	20	232	8.91745e-107	306.867	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#596 - AIQ88683.1	superfamily	444982	16	228	3.59015e-110	315.341	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#597 - BAG40198.1	superfamily	444982	12	222	2.24116e-72	219.041	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#598 - AEI88825.1	superfamily	444982	32	242	1.03848e-92	271.428	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#599 - ABS63733.1	superfamily	444982	23	235	3.21361e-115	328.438	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#600 - ADL00174.1	superfamily	444982	14	229	2.3625e-70	215.189	cl00568	MotA_ExbB superfamily	 - 	 - 
